,weekid,method,spot,districtid
4941,16.0,state,hot,279.0
4942,16.0,state,hot,294.0
4943,16.0,state,hot,298.0
4944,16.0,state,hot,300.0
4945,16.0,state,hot,305.0
4946,16.0,state,hot,314.0
4947,16.0,state,hot,315.0
4948,16.0,state,hot,316.0
4949,16.0,state,cold,334.0
4950,16.0,state,hot,335.0
4951,16.0,state,hot,338.0
4952,16.0,state,hot,341.0
4953,16.0,state,cold,357.0
4954,16.0,state,hot,363.0
4955,16.0,state,hot,375.0
4956,16.0,state,hot,377.0
4957,16.0,state,hot,379.0
4958,16.0,state,cold,384.0
4959,16.0,state,hot,403.0
4960,16.0,state,hot,413.0
4961,16.0,state,cold,427.0
4962,16.0,state,hot,429.0
4963,16.0,state,hot,441.0
4964,16.0,state,hot,450.0
4965,16.0,state,hot,451.0
4966,16.0,state,hot,463.0
4967,16.0,state,hot,475.0
4968,16.0,state,hot,483.0
4969,16.0,state,hot,484.0
4970,16.0,state,hot,489.0
4971,16.0,state,hot,496.0
4972,16.0,state,hot,497.0
4973,16.0,state,hot,512.0
4974,16.0,state,hot,529.0
4975,16.0,state,hot,537.0
4976,16.0,state,hot,540.0
4977,16.0,state,hot,549.0
4978,16.0,state,hot,553.0
4979,16.0,state,hot,563.0
4980,16.0,state,hot,567.0
4981,16.0,state,hot,575.0
4982,16.0,state,hot,583.0
4983,16.0,state,cold,589.0
4984,16.0,state,hot,595.0
4985,16.0,state,hot,603.0
4986,16.0,state,cold,648.0
4987,16.0,state,cold,652.0
4988,16.0,state,hot,653.0
4989,16.0,state,hot,660.0
4990,16.0,state,hot,668.0
4991,16.0,state,hot,687.0
4992,16.0,state,cold,694.0
4993,16.0,state,hot,705.0
4994,16.0,state,cold,711.0
4995,16.0,state,cold,712.0
4996,16.0,state,cold,715.0
4997,16.0,state,hot,724.0
4998,17.0,state,hot,103.0
4999,17.0,state,hot,105.0
5000,17.0,state,hot,113.0
5001,17.0,state,hot,122.0
5002,17.0,state,hot,158.0
5003,17.0,state,hot,172.0
5004,17.0,state,hot,176.0
5005,17.0,state,hot,185.0
5006,17.0,state,hot,189.0
5007,17.0,state,hot,190.0
5008,17.0,state,hot,209.0
5009,17.0,state,hot,211.0
5010,17.0,state,hot,215.0
5011,17.0,state,hot,223.0
5012,17.0,state,hot,235.0
5013,17.0,state,hot,243.0
5014,17.0,state,hot,244.0
5015,17.0,state,hot,252.0
5016,17.0,state,hot,259.0
5017,17.0,state,cold,262.0
5018,17.0,state,hot,272.0
5019,17.0,state,hot,274.0
5020,17.0,state,hot,279.0
5021,17.0,state,hot,294.0
5022,17.0,state,hot,298.0
5023,17.0,state,hot,300.0
5024,17.0,state,hot,305.0
5025,17.0,state,hot,312.0
5026,17.0,state,hot,314.0
5027,17.0,state,hot,315.0
5028,17.0,state,hot,335.0
5029,17.0,state,hot,338.0
5030,17.0,state,hot,341.0
5031,17.0,state,hot,358.0
5032,17.0,state,hot,363.0
5033,17.0,state,hot,379.0
5034,17.0,state,cold,384.0
5035,17.0,state,hot,401.0
5036,17.0,state,hot,413.0
5037,17.0,state,hot,441.0
5038,17.0,state,hot,450.0
5039,17.0,state,hot,451.0
5040,17.0,state,hot,463.0
5041,17.0,state,hot,475.0
5042,17.0,state,hot,480.0
5043,17.0,state,hot,483.0
5044,17.0,state,hot,484.0
5045,17.0,state,hot,502.0
5046,17.0,state,hot,512.0
5047,17.0,state,hot,529.0
5048,17.0,state,hot,536.0
5049,17.0,state,hot,537.0
5050,17.0,state,hot,540.0
5051,17.0,state,cold,545.0
5052,17.0,state,hot,549.0
5053,17.0,state,hot,553.0
5054,17.0,state,hot,563.0
5055,17.0,state,hot,575.0
5056,17.0,state,cold,589.0
5057,17.0,state,hot,642.0
5058,17.0,state,hot,645.0
5059,17.0,state,cold,648.0
5060,17.0,state,hot,653.0
5061,17.0,state,hot,660.0
5062,17.0,state,hot,668.0
5063,17.0,state,hot,672.0
5064,17.0,state,hot,687.0
5065,17.0,state,cold,694.0
5066,17.0,state,cold,712.0
5067,17.0,state,cold,715.0
5068,17.0,state,hot,724.0
5069,18.0,state,hot,103.0
5070,18.0,state,hot,105.0
5071,18.0,state,hot,113.0
5072,18.0,state,hot,172.0
5073,18.0,state,hot,176.0
5074,18.0,state,hot,185.0
5075,18.0,state,hot,189.0
5076,18.0,state,hot,190.0
5077,18.0,state,hot,209.0
5078,18.0,state,hot,215.0
5079,18.0,state,hot,235.0
5080,18.0,state,hot,243.0
5081,18.0,state,hot,244.0
5082,18.0,state,hot,250.0
5083,18.0,state,hot,259.0
5084,18.0,state,cold,262.0
5085,18.0,state,hot,269.0
5086,18.0,state,hot,272.0
5087,18.0,state,hot,274.0
5088,18.0,state,hot,279.0
5089,18.0,state,hot,294.0
5090,18.0,state,hot,298.0
5091,18.0,state,hot,300.0
5092,18.0,state,hot,305.0
5093,18.0,state,hot,314.0
5094,18.0,state,hot,315.0
5095,18.0,state,hot,326.0
5096,18.0,state,hot,335.0
5097,18.0,state,hot,338.0
5098,18.0,state,hot,341.0
5099,18.0,state,hot,358.0
5100,18.0,state,hot,363.0
5101,18.0,state,hot,379.0
5102,18.0,state,cold,384.0
5103,18.0,state,hot,400.0
5104,18.0,state,cold,401.0
5105,18.0,state,hot,413.0
5106,18.0,state,hot,429.0
5107,18.0,state,hot,441.0
5108,18.0,state,hot,450.0
5109,18.0,state,hot,451.0
5110,18.0,state,hot,455.0
5111,18.0,state,hot,483.0
5112,18.0,state,hot,484.0
5113,18.0,state,hot,512.0
5114,18.0,state,hot,523.0
5115,18.0,state,hot,529.0
5116,18.0,state,hot,536.0
5117,18.0,state,hot,537.0
5118,18.0,state,hot,549.0
5119,18.0,state,hot,553.0
5120,18.0,state,hot,563.0
5121,18.0,state,hot,575.0
5122,18.0,state,hot,642.0
5123,18.0,state,cold,648.0
5124,18.0,state,hot,653.0
5125,18.0,state,hot,660.0
5126,18.0,state,hot,668.0
5127,18.0,state,hot,671.0
5128,18.0,state,hot,672.0
5129,18.0,state,hot,687.0
5130,18.0,state,cold,694.0
5131,18.0,state,hot,705.0
5132,18.0,state,cold,711.0
5133,18.0,state,hot,724.0
5134,19.0,state,hot,103.0
5135,19.0,state,hot,105.0
5136,19.0,state,hot,113.0
5137,19.0,state,hot,119.0
5138,19.0,state,hot,145.0
5139,19.0,state,hot,172.0
5140,19.0,state,hot,185.0
5141,19.0,state,hot,209.0
5142,19.0,state,hot,215.0
5143,19.0,state,hot,230.0
5144,19.0,state,hot,243.0
5145,19.0,state,hot,244.0
5146,19.0,state,hot,259.0
5147,19.0,state,cold,262.0
5148,19.0,state,hot,269.0
5149,19.0,state,hot,272.0
5150,19.0,state,hot,274.0
5151,19.0,state,hot,279.0
5152,19.0,state,hot,294.0
5153,19.0,state,hot,298.0
5154,19.0,state,hot,299.0
5155,19.0,state,hot,300.0
5156,19.0,state,hot,312.0
5157,19.0,state,hot,314.0
5158,19.0,state,hot,315.0
5159,19.0,state,hot,322.0
5160,19.0,state,hot,335.0
5161,19.0,state,hot,338.0
5162,19.0,state,hot,341.0
5163,19.0,state,hot,358.0
5164,19.0,state,hot,363.0
5165,19.0,state,hot,379.0
5166,19.0,state,cold,384.0
5167,19.0,state,hot,400.0
5168,19.0,state,cold,401.0
5169,19.0,state,hot,409.0
5170,19.0,state,hot,413.0
5171,19.0,state,hot,441.0
5172,19.0,state,hot,450.0
5173,19.0,state,hot,451.0
5174,19.0,state,hot,484.0
5175,19.0,state,hot,512.0
5176,19.0,state,hot,529.0
5177,19.0,state,hot,536.0
5178,19.0,state,hot,537.0
5179,19.0,state,cold,545.0
5180,19.0,state,hot,548.0
5181,19.0,state,hot,549.0
5182,19.0,state,hot,553.0
5183,19.0,state,hot,563.0
5184,19.0,state,hot,575.0
5185,19.0,state,hot,585.0
5186,19.0,state,hot,635.0
5187,19.0,state,hot,642.0
5188,19.0,state,hot,653.0
5189,19.0,state,hot,660.0
5190,19.0,state,hot,668.0
5191,19.0,state,hot,671.0
5192,19.0,state,hot,672.0
5193,19.0,state,cold,694.0
5194,19.0,state,hot,705.0
5195,19.0,state,cold,712.0
5196,19.0,state,cold,715.0
5197,19.0,state,hot,724.0
5198,20.0,state,hot,103.0
5199,20.0,state,hot,105.0
5200,20.0,state,hot,113.0
5201,20.0,state,hot,119.0
5202,20.0,state,hot,122.0
5203,20.0,state,hot,160.0
5204,20.0,state,hot,164.0
5205,20.0,state,hot,172.0
5206,20.0,state,hot,185.0
5207,20.0,state,hot,209.0
5208,20.0,state,hot,211.0
5209,20.0,state,hot,214.0
5210,20.0,state,hot,215.0
5211,20.0,state,hot,235.0
5212,20.0,state,hot,243.0
5213,20.0,state,hot,244.0
5214,20.0,state,hot,259.0
5215,20.0,state,cold,262.0
5216,20.0,state,hot,269.0
5217,20.0,state,hot,272.0
5218,20.0,state,hot,274.0
5219,20.0,state,hot,279.0
5220,20.0,state,hot,294.0
5221,20.0,state,hot,309.0
5222,20.0,state,hot,314.0
5223,20.0,state,hot,315.0
5224,20.0,state,hot,322.0
5225,20.0,state,hot,335.0
5226,20.0,state,hot,336.0
5227,20.0,state,hot,338.0
5228,20.0,state,hot,341.0
5229,20.0,state,hot,363.0
5230,20.0,state,hot,373.0
5231,20.0,state,hot,379.0
5232,20.0,state,cold,384.0
5233,20.0,state,hot,400.0
5234,20.0,state,cold,403.0
5235,20.0,state,hot,409.0
5236,20.0,state,hot,413.0
5237,20.0,state,hot,420.0
5238,20.0,state,cold,424.0
5239,20.0,state,hot,429.0
5240,20.0,state,cold,434.0
5241,20.0,state,hot,441.0
5242,20.0,state,hot,450.0
5243,20.0,state,hot,451.0
5244,20.0,state,hot,481.0
5245,20.0,state,hot,484.0
5246,20.0,state,hot,496.0
5247,20.0,state,hot,512.0
5248,20.0,state,hot,529.0
5249,20.0,state,hot,536.0
5250,20.0,state,hot,537.0
5251,20.0,state,cold,545.0
5252,20.0,state,hot,548.0
5253,20.0,state,hot,549.0
5254,20.0,state,hot,553.0
5255,20.0,state,hot,563.0
5256,20.0,state,hot,575.0
5257,20.0,state,hot,635.0
5258,20.0,state,hot,642.0
5259,20.0,state,hot,653.0
5260,20.0,state,hot,660.0
5261,20.0,state,hot,668.0
5262,20.0,state,hot,671.0
5263,20.0,state,hot,672.0
5264,20.0,state,hot,687.0
5265,20.0,state,cold,694.0
5266,20.0,state,hot,702.0
5267,20.0,state,hot,705.0
5268,20.0,state,hot,710.0
5269,20.0,state,cold,712.0
5270,20.0,state,hot,724.0
5271,21.0,state,hot,103.0
5272,21.0,state,hot,105.0
5273,21.0,state,hot,106.0
5274,21.0,state,hot,113.0
5275,21.0,state,hot,122.0
5276,21.0,state,hot,160.0
5277,21.0,state,hot,172.0
5278,21.0,state,hot,185.0
5279,21.0,state,hot,209.0
5280,21.0,state,hot,211.0
5281,21.0,state,hot,214.0
5282,21.0,state,hot,215.0
5283,21.0,state,hot,229.0
5284,21.0,state,hot,235.0
5285,21.0,state,hot,243.0
5286,21.0,state,hot,244.0
5287,21.0,state,hot,259.0
5288,21.0,state,cold,262.0
5289,21.0,state,hot,266.0
5290,21.0,state,hot,269.0
5291,21.0,state,hot,271.0
5292,21.0,state,hot,272.0
5293,21.0,state,hot,273.0
5294,21.0,state,hot,274.0
5295,21.0,state,hot,279.0
5296,21.0,state,hot,294.0
5297,21.0,state,hot,309.0
5298,21.0,state,hot,314.0
5299,21.0,state,hot,315.0
5300,21.0,state,hot,322.0
5301,21.0,state,hot,335.0
5302,21.0,state,hot,336.0
5303,21.0,state,hot,338.0
5304,21.0,state,hot,341.0
5305,21.0,state,hot,347.0
5306,21.0,state,hot,363.0
5307,21.0,state,hot,379.0
5308,21.0,state,cold,384.0
5309,21.0,state,hot,390.0
5310,21.0,state,hot,400.0
5311,21.0,state,cold,403.0
5312,21.0,state,hot,413.0
5313,21.0,state,hot,420.0
5314,21.0,state,cold,424.0
5315,21.0,state,hot,429.0
5316,21.0,state,cold,434.0
5317,21.0,state,hot,441.0
5318,21.0,state,hot,450.0
5319,21.0,state,hot,451.0
5320,21.0,state,hot,484.0
5321,21.0,state,hot,499.0
5322,21.0,state,hot,512.0
5323,21.0,state,hot,529.0
5324,21.0,state,hot,536.0
5325,21.0,state,hot,537.0
5326,21.0,state,cold,545.0
5327,21.0,state,hot,548.0
5328,21.0,state,hot,549.0
5329,21.0,state,hot,553.0
5330,21.0,state,hot,563.0
5331,21.0,state,hot,566.0
5332,21.0,state,hot,575.0
5333,21.0,state,hot,642.0
5334,21.0,state,hot,653.0
5335,21.0,state,hot,660.0
5336,21.0,state,hot,668.0
5337,21.0,state,hot,671.0
5338,21.0,state,hot,672.0
5339,21.0,state,hot,687.0
5340,21.0,state,cold,694.0
5341,21.0,state,hot,702.0
5342,21.0,state,hot,705.0
5343,21.0,state,hot,724.0
5344,22.0,state,hot,103.0
5345,22.0,state,hot,105.0
5346,22.0,state,hot,106.0
5347,22.0,state,hot,113.0
5348,22.0,state,hot,153.0
5349,22.0,state,hot,160.0
5350,22.0,state,hot,169.0
5351,22.0,state,hot,172.0
5352,22.0,state,hot,185.0
5353,22.0,state,hot,189.0
5354,22.0,state,hot,209.0
5355,22.0,state,cold,212.0
5356,22.0,state,hot,214.0
5357,22.0,state,hot,215.0
5358,22.0,state,hot,230.0
5359,22.0,state,hot,244.0
5360,22.0,state,hot,252.0
5361,22.0,state,hot,259.0
5362,22.0,state,cold,262.0
5363,22.0,state,hot,266.0
5364,22.0,state,hot,269.0
5365,22.0,state,hot,272.0
5366,22.0,state,hot,274.0
5367,22.0,state,hot,279.0
5368,22.0,state,hot,294.0
5369,22.0,state,hot,309.0
5370,22.0,state,hot,314.0
5371,22.0,state,hot,315.0
5372,22.0,state,hot,322.0
5373,22.0,state,hot,335.0
5374,22.0,state,hot,336.0
5375,22.0,state,hot,338.0
5376,22.0,state,hot,341.0
5377,22.0,state,hot,347.0
5378,22.0,state,cold,362.0
5379,22.0,state,hot,363.0
5380,22.0,state,hot,379.0
5381,22.0,state,cold,384.0
5382,22.0,state,hot,400.0
5383,22.0,state,cold,403.0
5384,22.0,state,hot,409.0
5385,22.0,state,hot,411.0
5386,22.0,state,hot,413.0
5387,22.0,state,hot,420.0
5388,22.0,state,cold,424.0
5389,22.0,state,hot,427.0
5390,22.0,state,hot,429.0
5391,22.0,state,cold,434.0
5392,22.0,state,hot,441.0
5393,22.0,state,hot,444.0
5394,22.0,state,hot,450.0
5395,22.0,state,hot,451.0
5396,22.0,state,hot,463.0
5397,22.0,state,hot,505.0
5398,22.0,state,hot,512.0
5399,22.0,state,cold,516.0
5400,22.0,state,hot,527.0
5401,22.0,state,hot,529.0
5402,22.0,state,hot,536.0
5403,22.0,state,hot,537.0
5404,22.0,state,cold,545.0
5405,22.0,state,hot,548.0
5406,22.0,state,hot,549.0
5407,22.0,state,hot,553.0
5408,22.0,state,hot,563.0
5409,22.0,state,hot,566.0
5410,22.0,state,hot,575.0
5411,22.0,state,hot,630.0
5412,22.0,state,hot,642.0
5413,22.0,state,hot,653.0
5414,22.0,state,hot,660.0
5415,22.0,state,hot,668.0
5416,22.0,state,hot,671.0
5417,22.0,state,hot,672.0
5418,22.0,state,hot,687.0
5419,22.0,state,hot,702.0
5420,22.0,state,hot,705.0
5421,22.0,state,hot,717.0
5422,22.0,state,hot,720.0
5423,22.0,state,hot,724.0
5424,23.0,state,hot,103.0
5425,23.0,state,hot,105.0
5426,23.0,state,hot,113.0
5427,23.0,state,hot,114.0
5428,23.0,state,hot,172.0
5429,23.0,state,hot,185.0
5430,23.0,state,hot,209.0
5431,23.0,state,hot,211.0
5432,23.0,state,cold,212.0
5433,23.0,state,hot,214.0
5434,23.0,state,hot,215.0
5435,23.0,state,hot,223.0
5436,23.0,state,hot,226.0
5437,23.0,state,hot,229.0
5438,23.0,state,hot,230.0
5439,23.0,state,hot,243.0
5440,23.0,state,hot,244.0
5441,23.0,state,cold,245.0
5442,23.0,state,hot,252.0
5443,23.0,state,hot,259.0
5444,23.0,state,cold,262.0
5445,23.0,state,hot,266.0
5446,23.0,state,hot,267.0
5447,23.0,state,hot,269.0
5448,23.0,state,hot,272.0
5449,23.0,state,hot,274.0
5450,23.0,state,hot,279.0
5451,23.0,state,hot,294.0
5452,23.0,state,hot,309.0
5453,23.0,state,hot,314.0
5454,23.0,state,hot,315.0
5455,23.0,state,hot,322.0
5456,23.0,state,hot,335.0
5457,23.0,state,hot,336.0
5458,23.0,state,hot,338.0
5459,23.0,state,hot,341.0
5460,23.0,state,cold,356.0
5461,23.0,state,cold,362.0
5462,23.0,state,hot,363.0
5463,23.0,state,hot,379.0
5464,23.0,state,cold,384.0
5465,23.0,state,hot,400.0
5466,23.0,state,hot,409.0
5467,23.0,state,hot,411.0
5468,23.0,state,hot,413.0
5469,23.0,state,cold,424.0
5470,23.0,state,cold,434.0
5471,23.0,state,hot,441.0
5472,23.0,state,hot,450.0
5473,23.0,state,hot,451.0
5474,23.0,state,hot,454.0
5475,23.0,state,hot,463.0
5476,23.0,state,hot,484.0
5477,23.0,state,hot,489.0
5478,23.0,state,hot,512.0
5479,23.0,state,cold,516.0
5480,23.0,state,hot,527.0
5481,23.0,state,hot,529.0
5482,23.0,state,hot,536.0
5483,23.0,state,hot,537.0
5484,23.0,state,hot,548.0
5485,23.0,state,hot,549.0
5486,23.0,state,hot,553.0
5487,23.0,state,hot,563.0
5488,23.0,state,hot,566.0
5489,23.0,state,hot,575.0
5490,23.0,state,cold,619.0
5491,23.0,state,hot,642.0
5492,23.0,state,hot,653.0
5493,23.0,state,hot,660.0
5494,23.0,state,hot,668.0
5495,23.0,state,hot,671.0
5496,23.0,state,hot,672.0
5497,23.0,state,hot,687.0
5498,23.0,state,hot,697.0
5499,23.0,state,hot,702.0
5500,23.0,state,hot,705.0
5501,23.0,state,cold,712.0
5502,23.0,state,cold,715.0
5503,23.0,state,hot,718.0
5504,23.0,state,hot,720.0
5505,23.0,state,hot,724.0
5506,24.0,state,hot,103.0
5507,24.0,state,hot,105.0
5508,24.0,state,hot,113.0
5509,24.0,state,hot,172.0
5510,24.0,state,hot,185.0
5511,24.0,state,hot,209.0
5512,24.0,state,cold,212.0
5513,24.0,state,hot,215.0
5514,24.0,state,hot,226.0
5515,24.0,state,hot,229.0
5516,24.0,state,hot,230.0
5517,24.0,state,hot,243.0
5518,24.0,state,hot,244.0
5519,24.0,state,cold,262.0
5520,24.0,state,hot,266.0
5521,24.0,state,hot,269.0
5522,24.0,state,hot,272.0
5523,24.0,state,hot,273.0
5524,24.0,state,hot,274.0
5525,24.0,state,hot,279.0
5526,24.0,state,hot,309.0
5527,24.0,state,hot,313.0
5528,24.0,state,hot,314.0
5529,24.0,state,hot,315.0
5530,24.0,state,hot,322.0
5531,24.0,state,cold,334.0
5532,24.0,state,hot,335.0
5533,24.0,state,hot,336.0
5534,24.0,state,hot,338.0
5535,24.0,state,hot,341.0
5536,24.0,state,hot,347.0
5537,24.0,state,hot,348.0
5538,24.0,state,cold,356.0
5539,24.0,state,cold,362.0
5540,24.0,state,hot,363.0
5541,24.0,state,hot,379.0
5542,24.0,state,cold,384.0
5543,24.0,state,hot,400.0
5544,24.0,state,hot,409.0
5545,24.0,state,hot,413.0
5546,24.0,state,hot,420.0
5547,24.0,state,cold,424.0
5548,24.0,state,cold,434.0
5549,24.0,state,hot,441.0
5550,24.0,state,hot,450.0
5551,24.0,state,hot,451.0
5552,24.0,state,hot,463.0
5553,24.0,state,hot,484.0
5554,24.0,state,hot,489.0
5555,24.0,state,hot,495.0
5556,24.0,state,hot,512.0
5557,24.0,state,cold,516.0
5558,24.0,state,cold,524.0
5559,24.0,state,hot,527.0
5560,24.0,state,hot,529.0
5561,24.0,state,hot,536.0
5562,24.0,state,hot,537.0
5563,24.0,state,hot,548.0
5564,24.0,state,hot,549.0
5565,24.0,state,hot,553.0
5566,24.0,state,hot,563.0
5567,24.0,state,hot,566.0
5568,24.0,state,hot,575.0
5569,24.0,state,hot,579.0
5570,24.0,state,hot,588.0
5571,24.0,state,hot,589.0
5572,24.0,state,hot,635.0
5573,24.0,state,hot,642.0
5574,24.0,state,hot,653.0
5575,24.0,state,hot,660.0
5576,24.0,state,hot,668.0
5577,24.0,state,hot,672.0
5578,24.0,state,hot,687.0
5579,24.0,state,hot,702.0
5580,24.0,state,hot,705.0
5581,24.0,state,cold,715.0
5582,24.0,state,hot,720.0
5583,24.0,state,hot,724.0
5584,25.0,state,hot,103.0
5585,25.0,state,hot,105.0
5586,25.0,state,hot,113.0
5587,25.0,state,hot,127.0
5588,25.0,state,cold,138.0
5589,25.0,state,hot,172.0
5590,25.0,state,hot,176.0
5591,25.0,state,hot,185.0
5592,25.0,state,hot,209.0
5593,25.0,state,hot,211.0
5594,25.0,state,cold,212.0
5595,25.0,state,hot,214.0
5596,25.0,state,hot,215.0
5597,25.0,state,hot,226.0
5598,25.0,state,hot,228.0
5599,25.0,state,hot,229.0
5600,25.0,state,hot,230.0
5601,25.0,state,hot,243.0
5602,25.0,state,hot,244.0
5603,25.0,state,hot,259.0
5604,25.0,state,cold,262.0
5605,25.0,state,hot,266.0
5606,25.0,state,hot,269.0
5607,25.0,state,hot,272.0
5608,25.0,state,hot,274.0
5609,25.0,state,hot,279.0
5610,25.0,state,hot,309.0
5611,25.0,state,hot,314.0
5612,25.0,state,hot,315.0
5613,25.0,state,hot,322.0
5614,25.0,state,cold,334.0
5615,25.0,state,hot,335.0
5616,25.0,state,hot,336.0
5617,25.0,state,hot,338.0
5618,25.0,state,hot,341.0
5619,25.0,state,hot,347.0
5620,25.0,state,hot,348.0
5621,25.0,state,hot,363.0
5622,25.0,state,hot,375.0
5623,25.0,state,hot,379.0
5624,25.0,state,cold,384.0
5625,25.0,state,hot,385.0
5626,25.0,state,hot,400.0
5627,25.0,state,cold,403.0
5628,25.0,state,hot,409.0
5629,25.0,state,hot,413.0
5630,25.0,state,hot,420.0
5631,25.0,state,cold,424.0
5632,25.0,state,cold,427.0
5633,25.0,state,cold,434.0
5634,25.0,state,hot,441.0
5635,25.0,state,hot,450.0
5636,25.0,state,hot,451.0
5637,25.0,state,hot,454.0
5638,25.0,state,hot,484.0
5639,25.0,state,hot,489.0
5640,25.0,state,hot,495.0
5641,25.0,state,hot,512.0
5642,25.0,state,cold,516.0
5643,25.0,state,cold,520.0
5644,25.0,state,cold,524.0
5645,25.0,state,hot,527.0
5646,25.0,state,hot,529.0
5647,25.0,state,hot,536.0
5648,25.0,state,hot,537.0
5649,25.0,state,hot,548.0
5650,25.0,state,hot,549.0
5651,25.0,state,hot,553.0
5652,25.0,state,hot,563.0
5653,25.0,state,hot,566.0
5654,25.0,state,hot,575.0
5655,25.0,state,hot,588.0
5656,25.0,state,hot,589.0
5657,25.0,state,cold,614.0
5658,25.0,state,hot,635.0
5659,25.0,state,hot,642.0
5660,25.0,state,hot,653.0
5661,25.0,state,hot,660.0
5662,25.0,state,hot,668.0
5663,25.0,state,hot,672.0
5664,25.0,state,hot,687.0
5665,25.0,state,hot,702.0
5666,25.0,state,hot,705.0
5667,25.0,state,cold,712.0
5668,25.0,state,cold,715.0
5669,25.0,state,hot,722.0
5670,25.0,state,hot,724.0
